Subject	Predicate	Object
Customer431	participate_in_polls	Brand1
Customer362	follows	Brand1
Customer16	shares	Brand1
Customer1686	refers_family_or_friend	Brand1
Customer1023	refers_family_or_friend	Brand1
Customer227	uses_brand_hashtag	Brand1
Customer1019	refers_family_or_friend	Brand1
Customer363	attends_event	Brand1
Customer211	uses_brand_hashtag	Brand1
Advocate703	follows	Brand1
Customer429	follows	Brand1
Customer1982	follows	Brand1
Customer1900	refers_family_or_friend	Brand1
Customer1182	follows	Brand1
Customer199	uses_brand_hashtag	Brand1
Customer5	recommends	Brand1
Customer1870	follows	Brand1
Customer1094	follows	Brand1
Customer941	follows	Brand1
Customer1860	follows	Brand1
Customer1009	follows	Brand1
Customer11	follows	Brand1
Customer349	attends_event	Brand1
Customer252	shares	Brand1
Customer1692	refers_family_or_friend	Brand1
Customer805	follows	Brand1
Customer2000	refers_family_or_friend	Brand1
Customer66	uses_brand_hashtag	Brand1
Customer828	follows	Brand1
Customer1512	follows	Brand1
Customer1928	follows	Brand1
Customer1325	follows	Brand1
Customer39	uses_brand_hashtag	Brand1
Customer1525	refers_family_or_friend	Brand1
Customer1277	follows	Brand1
Customer360	attends_event	Brand1
Customer1486	participate_in_polls	Brand1
Customer1800	participate_in_polls	Brand1
Customer1449	follows	Brand1
Customer1830	follows	Brand1
Customer1042	follows	Brand1
Customer1217	follows	Brand1
Customer87	attends_event	Brand1
Customer1807	follows	Brand1
Customer1467	refers_family_or_friend	Brand1
Customer34	attends_event	Brand1
Customer1586	follows	Brand1
Customer1302	follows	Brand1
Customer1359	follows	Brand1
Customer846	follows	Brand1
Customer1481	follows	Brand1
Customer1714	refers_family_or_friend	Brand1
Customer818	follows	Brand1
Customer1065	follows	Brand1
Customer830	follows	Brand1
Customer1543	follows	Brand1
Advocate77	participate_in_polls	Brand1
Customer1007	follows	Brand1
Customer1358	follows	Brand1
Customer115	follows	Brand1
Customer802	follows	Brand1
Customer2	attends_event	Brand1
Customer1561	follows	Brand1
Customer1039	attends_event	Brand1
Customer441	follows	Brand1
Advocate780	refers_family_or_friend	Brand1
Customer347	recommends	Brand1
Customer1634	follows	Brand1
Customer1018	follows	Brand1
Customer37	attends_event	Brand1
Customer1235	follows	Brand1
Customer159	uses_brand_hashtag	Brand1
Customer1281	follows	Brand1
Customer1619	follows	Brand1
Customer452	follows	Brand1
Customer104	participate_in_polls	Brand1
Customer1651	follows	Brand1
Customer1934	follows	Brand1
Customer315	refers_family_or_friend	Brand1
Customer46	uses_brand_hashtag	Brand1
Customer1389	follows	Brand1
Customer1301	follows	Brand1
Customer1764	refers_family_or_friend	Brand1
Customer424	follows	Brand1
Customer1877	follows	Brand1
Customer1492	refers_family_or_friend	Brand1
Advocate781	follows	Brand1
Advocate742	follows	Brand1
Customer10	attends_event	Brand1
Customer33	attends_event	Brand1
Advocate704	participate_in_polls	Brand1
Customer1965	follows	Brand1
Customer110	follows	Brand1
Customer1323	follows	Brand1
Customer1630	follows	Brand1
Customer197	uses_brand_hashtag	Brand1
Customer1150	follows	Brand1
Customer859	follows	Brand1
Customer1713	follows	Brand1
Customer583	follows	Brand1
Customer1155	refers_family_or_friend	Brand1
Customer29	attends_event	Brand1
Customer1488	follows	Brand1
Customer1298	follows	Brand1
Customer1749	follows	Brand1
Customer1299	follows	Brand1
Customer1997	follows	Brand1
Advocate748	follows	Brand1
Customer404	follows	Brand1
Customer323	follows	Brand1
Customer1977	follows	Brand1
Customer12	follows	Brand1
Customer122	follows	Brand1
Customer410	follows	Brand1
Customer908	follows	Brand1
Customer935	follows	Brand1
Customer1010	refers_family_or_friend	Brand1
Customer964	refers_family_or_friend	Brand1
Customer1363	follows	Brand1
Advocate739	participate_in_polls	Brand1
Customer1209	follows	Brand1
Customer448	follows	Brand1
Customer944	follows	Brand1
Customer1480	follows	Brand1
Customer856	refers_family_or_friend	Brand1
Customer437	attends_event	Brand1
Customer55	uses_brand_hashtag	Brand1
Customer1845	follows	Brand1
Customer222	shares	Brand1
Advocate720	follows	Brand1
Customer93	recommends	Brand1
Customer418	follows	Brand1
Customer337	follows	Brand1
Customer1770	follows	Brand1
Customer300	follows	Brand1
Customer1957	follows	Brand1
Customer1206	follows	Brand1
Customer872	refers_family_or_friend	Brand1
Customer1338	follows	Brand1
Customer1285	follows	Brand1
Advocate717	follows	Brand1
Advocate729	follows	Brand1
Customer38	attends_event	Brand1
Customer1146	follows	Brand1
Customer281	follows	Brand1
Customer1915	follows	Brand1
Customer238	uses_brand_hashtag	Brand1
Customer241	uses_brand_hashtag	Brand1
Customer1732	refers_family_or_friend	Brand1
Customer1428	follows	Brand1
Customer906	follows	Brand1
Customer1528	follows	Brand1
Advocate709	follows	Brand1
Advocate727	follows	Brand1
Customer1079	follows	Brand1
Customer1872	follows	Brand1
Customer1778	follows	Brand1
Customer59	shares	Brand1
Customer25	uses_brand_hashtag	Brand1
Customer1658	follows	Brand1
Customer1887	refers_family_or_friend	Brand1
Customer626	follows	Brand1
Customer302	follows	Brand1
Customer1575	follows	Brand1
Advocate768	recommends	Brand1
Customer843	follows	Brand1
Customer1062	follows	Brand1
Customer333	follows	Brand1
Customer1149	follows	Brand1
Customer642	follows	Brand1
Customer1829	follows	Brand1
Customer233	uses_brand_hashtag	Brand1
Advocate765	follows	Brand1
Customer1446	follows	Brand1
Customer986	follows	Brand1
Customer1944	follows	Brand1
Customer1118	follows	Brand1
Customer1796	follows	Brand1
Customer300	participate_in_polls	Brand1
Customer1879	follows	Brand1
Customer848	follows	Brand1
Customer108	attends_event	Brand1
Customer1568	follows	Brand1
Customer1420	follows	Brand1
Customer1012	refers_family_or_friend	Brand1
Customer1589	follows	Brand1
Customer1304	follows	Brand1
Customer1757	follows	Brand1
Advocate775	attends_event	Brand1
Customer59	uses_brand_hashtag	Brand1
Customer1407	follows	Brand1
Customer130	uses_brand_hashtag	Brand1
Customer1129	follows	Brand1
Customer1963	follows	Brand1
Advocate714	follows	Brand1
Customer326	recommends	Brand1
Advocate771	follows	Brand1
Customer1932	follows	Brand1
Customer46	mentioned	Brand1
Customer1463	follows	Brand1
Customer633	mentioned	Brand1
Customer121	attends_event	Brand1
Customer305	attends_event	Brand1
Customer1333	follows	Brand1
Advocate700	follows	Brand1
Customer331	attends_event	Brand1
Customer1682	follows	Brand1
Customer179	uses_brand_hashtag	Brand1
Customer1864	follows	Brand1
Customer264	uses_brand_hashtag	Brand1
Customer1905	follows	Brand1
Customer229	mentioned	Brand1
Advocate762	follows	Brand1
Customer442	participate_in_polls	Brand1
Customer1612	follows	Brand1
Customer1964	follows	Brand1
Customer1286	follows	Brand1
Advocate722	follows	Brand1
Customer1227	follows	Brand1
Customer1760	refers_family_or_friend	Brand1
Customer389	follows	Brand1
Customer1922	refers_family_or_friend	Brand1
Customer1604	follows	Brand1
Customer1725	follows	Brand1
Customer9	attends_event	Brand1
Customer697	follows	Brand1
Customer1289	follows	Brand1
Customer365	attends_event	Brand1
Customer332	follows	Brand1
Customer335	recommends	Brand1
Customer932	follows	Brand1
Customer1799	follows	Brand1
Advocate747	follows	Brand1
Customer1795	refers_family_or_friend	Brand1
Customer148	uses_brand_hashtag	Brand1
Customer1316	refers_family_or_friend	Brand1
Customer1078	follows	Brand1
Customer1203	refers_family_or_friend	Brand1
Customer1369	follows	Brand1
Customer297	participate_in_polls	Brand1
Customer1990	follows	Brand1
Customer1212	refers_family_or_friend	Brand1
Customer1579	follows	Brand1
Customer282	attends_event	Brand1
Customer99	follows	Brand1
Customer1720	refers_family_or_friend	Brand1
Customer1409	follows	Brand1
Customer1924	follows	Brand1
Customer96	attends_event	Brand1
Customer1261	follows	Brand1
Customer1232	follows	Brand1
Customer1081	participate_in_polls	Brand1
Customer447	attends_event	Brand1
Customer823	follows	Brand1
Customer881	follows	Brand1
Customer1244	attends_event	Brand1
Customer93	attends_event	Brand1
Customer1954	follows	Brand1
Advocate706	recommends	Brand1
Customer1493	follows	Brand1
Customer1541	refers_family_or_friend	Brand1
Customer48	mentioned	Brand1
Customer270	uses_brand_hashtag	Brand1
Customer985	follows	Brand1
Customer1606	follows	Brand1
Customer1721	follows	Brand1
Customer1821	follows	Brand1
Customer307	follows	Brand1
Customer1956	follows	Brand1
Customer1652	follows	Brand1
Customer1406	follows	Brand1
Customer1840	refers_family_or_friend	Brand1
Customer834	follows	Brand1
Customer1173	follows	Brand1
Customer1609	follows	Brand1
Customer1243	follows	Brand1
Customer47	uses_brand_hashtag	Brand1
Customer1771	follows	Brand1
Customer576	uses_brand_hashtag	Brand1
Customer1106	follows	Brand1
Customer824	refers_family_or_friend	Brand1
Customer1739	follows	Brand1
Customer1992	follows	Brand1
Customer1195	refers_family_or_friend	Brand1
Customer1507	refers_family_or_friend	Brand1
Customer19	mentioned	Brand1
Customer1	attends_event	Brand1
Customer1356	follows	Brand1
Customer2004	follows	Brand1
Customer64	uses_brand_hashtag	Brand1
Customer1624	follows	Brand1
Customer390	follows	Brand1
Customer1966	follows	Brand1
Customer262	uses_brand_hashtag	Brand1
Customer1728	refers_family_or_friend	Brand1
Customer215	uses_brand_hashtag	Brand1
Customer537	uses_brand_hashtag	Brand1
Customer355	follows	Brand1
Customer979	follows	Brand1
Customer291	attends_event	Brand1
Advocate702	follows	Brand1
Customer1242	follows	Brand1
Customer16	mentioned	Brand1
Customer1485	attends_event	Brand1
Customer864	refers_family_or_friend	Brand1
Customer428	attends_event	Brand1
Customer406	recommends	Brand1
Customer391	follows	Brand1
Customer1730	follows	Brand1
Customer319	participate_in_polls	Brand1
Customer350	follows	Brand1
Customer424	attends_event	Brand1
Customer222	mentioned	Brand1
Customer1788	follows	Brand1
Customer1198	follows	Brand1
Advocate702	recommends	Brand1
Customer110	attends_event	Brand1
Customer1365	follows	Brand1
Customer58	mentioned	Brand1
Customer1309	follows	Brand1
Customer158	uses_brand_hashtag	Brand1
Customer1136	follows	Brand1
Customer1189	follows	Brand1
Customer1943	follows	Brand1
Customer1460	follows	Brand1
Customer1216	refers_family_or_friend	Brand1
Customer1458	follows	Brand1
Customer1596	follows	Brand1
Customer1375	follows	Brand1
Customer1653	follows	Brand1
Customer192	shares	Brand1
Customer1892	follows	Brand1
Customer962	follows	Brand1
Customer1199	refers_family_or_friend	Brand1
Customer579	follows	Brand1
Customer1520	follows	Brand1
Customer1968	refers_family_or_friend	Brand1
Customer1399	refers_family_or_friend	Brand1
Customer1001	refers_family_or_friend	Brand1
Customer1185	follows	Brand1
Customer433	follows	Brand1
Customer622	mentioned	Brand1
Customer352	follows	Brand1
Customer1049	refers_family_or_friend	Brand1
Advocate786	attends_event	Brand1
Customer1436	follows	Brand1
Customer880	refers_family_or_friend	Brand1
Customer14	uses_brand_hashtag	Brand1
Customer1729	follows	Brand1
Customer989	follows	Brand1
Customer1809	refers_family_or_friend	Brand1
Customer924	refers_family_or_friend	Brand1
Customer1842	refers_family_or_friend	Brand1
Customer1379	follows	Brand1
Customer1689	follows	Brand1
Customer1131	follows	Brand1
Customer94	follows	Brand1
Customer858	refers_family_or_friend	Brand1
Customer1121	refers_family_or_friend	Brand1
Customer421	follows	Brand1
Customer1595	follows	Brand1
Customer689	refers_family_or_friend	Brand1
Customer1225	follows	Brand1
Customer1933	follows	Brand1
Customer1135	refers_family_or_friend	Brand1
Customer1327	follows	Brand1
Customer884	refers_family_or_friend	Brand1
Customer1623	follows	Brand1
Customer1171	follows	Brand1
Customer1669	follows	Brand1
Customer1709	follows	Brand1
Customer13	follows	Brand1
Customer368	follows	Brand1
Customer1064	follows	Brand1
Customer386	recommends	Brand1
Customer1190	follows	Brand1
Customer1594	follows	Brand1
Customer103	attends_event	Brand1
Customer1370	follows	Brand1
Customer116	participate_in_polls	Brand1
Customer983	follows	Brand1
Customer910	refers_family_or_friend	Brand1
Customer1128	follows	Brand1
Customer1250	follows	Brand1
Customer1473	follows	Brand1
Customer838	refers_family_or_friend	Brand1
Customer1953	follows	Brand1
Customer1111	follows	Brand1
Customer1100	follows	Brand1
Customer1774	follows	Brand1
Advocate717	attends_event	Brand1
Customer1948	follows	Brand1
Customer1558	follows	Brand1
Customer382	follows	Brand1
Customer951	follows	Brand1
Customer1767	follows	Brand1
Customer907	follows	Brand1
Customer1402	follows	Brand1
Customer1665	follows	Brand1
Customer1684	follows	Brand1
Customer1297	follows	Brand1
Customer1030	follows	Brand1
Customer116	attends_event	Brand1
Customer36	participate_in_polls	Brand1
Customer1439	follows	Brand1
